Checking Status,Credit History,Purpose,Credit Requested,Saving Status,Employment,Personal Status,Age,Job,Class
<0,existing paid,new car,0<=Credit<2500,<100,0<X<4,div/sep/mar/wid,18<=X<28,unskilled,bad
no checking,delayed previously,repairs,0<=Credit<2500,>500,>=7,single,48<=X<58,skilled,bad
<0,existing paid,new car,0<=Credit<2500,unknown,4<=X<7,div/sep/mar/wid,28<=X<38,skilled,bad
>=200,critical/other existing credit,radio/tv,0<=Credit<2500,unknown,0<X<4,single,38<=X<48,skilled,bad
<0,critical/other existing credit,new car,0<=Credit<2500,<100,>=7,single,28<=X<38,skilled,bad
<0,critical/other existing credit,furniture/equipment,0<=Credit<2500,<100,0<X<4,div/sep/mar/wid,18<=X<28,skilled,bad
no checking,critical/other existing credit,new car,12500<=Credit<15000,unknown,>=7,single,28<=X<38,high qualif/self emp/mgmt,bad
<0,existing paid,furniture/equipment,2500<=Credit<5000,<100,0<X<4,div/sep/mar/wid,28<=X<38,unskilled,bad
<0,critical/other existing credit,education,7500<=Credit<10000,<100,0<X<4,div/sep/mar/wid,18<=X<28,high qualif/self emp/mgmt,bad
<0,existing paid,new car,0<=Credit<2500,unknown,0<X<4,div/sep/mar/wid,18<=X<28,skilled,bad
0<=X<200,critical/other existing credit,radio/tv,2500<=Credit<5000,<100,4<=X<7,single,18<=X<28,skilled,bad
0<=X<200,existing paid,new car,0<=Credit<2500,100<=X<500,0<X<4,div/sep/mar/wid,18<=X<28,unskilled,bad
0<=X<200,delayed previously,education,5000<=Credit<7500,<100,>=7,single,48<=X<58,skilled,bad
<0,critical/other existing credit,education,5000<=Credit<7500,<100,0<X<4,single,18<=X<28,skilled,bad
0<=X<200,existing paid,business,0<=Credit<2500,<100,>=7,div/sep/mar/wid,38<=X<48,skilled,bad
<0,existing paid,used car,7500<=Credit<10000,unknown,>=7,single,48<=X<58,skilled,bad
<0,existing paid,new car,7500<=Credit<10000,<100,4<=X<7,single,18<=X<28,skilled,bad
0<=X<200,no credits/all paid,new car,0<=Credit<2500,<100,0<X<4,div/sep/mar/wid,18<=X<28,unskilled,bad
<0,critical/other existing credit,used car,7500<=Credit<10000,<100,4<=X<7,single,18<=X<28,skilled,bad
<0,existing paid,furniture/equipment,2500<=Credit<5000,<100,0<X<4,single,48<=X<58,skilled,bad
<0,existing paid,new car,2500<=Credit<5000,<100,4<=X<7,single,38<=X<48,skilled,bad
<0,existing paid,radio/tv,0<=Credit<2500,<100,0<X<4,div/sep/mar/wid,18<=X<28,skilled,bad
<0,existing paid,furniture/equipment,2500<=Credit<5000,<100,>=7,single,38<=X<48,skilled,bad
<0,critical/other existing credit,new car,2500<=Credit<5000,<100,>=7,div/sep/mar/wid,28<=X<38,skilled,bad
no checking,no credits/all paid,business,2500<=Credit<5000,<100,0<X<4,single,28<=X<38,skilled,bad
<0,existing paid,used car,7500<=Credit<10000,unknown,>=7,single,38<=X<48,skilled,bad
<0,existing paid,new car,0<=Credit<2500,<100,0<X<4,div/sep/mar/wid,18<=X<28,skilled,bad
<0,no credits/all paid,business,10000<=Credit<12500,<100,>=7,single,28<=X<38,skilled,bad
>=200,existing paid,radio/tv,0<=Credit<2500,<100,0<X<4,div/sep/mar/wid,18<=X<28,unskilled,bad
<0,no credits/all paid,new car,0<=Credit<2500,<100,0<X<4,single,48<=X<58,skilled,bad
<0,existing paid,furniture/equipment,5000<=Credit<7500,<100,4<=X<7,single,28<=X<38,skilled,bad
no checking,existing paid,repairs,0<=Credit<2500,<100,0<X<4,div/sep/mar/wid,18<=X<28,skilled,bad
no checking,existing paid,new car,5000<=Credit<7500,unknown,0<X<4,single,68<=X<78,skilled,bad
<0,existing paid,radio/tv,0<=Credit<2500,<100,>=7,single,48<=X<58,unskilled,bad
<0,critical/other existing credit,new car,0<=Credit<2500,<100,0<X<4,div/sep/mar/wid,28<=X<38,skilled,bad
<0,no credits/all paid,new car,0<=Credit<2500,<100,4<=X<7,single,28<=X<38,unskilled,bad
<0,existing paid,new car,2500<=Credit<5000,<100,0<X<4,div/sep/mar/wid,28<=X<38,skilled,bad
no checking,delayed previously,business,0<=Credit<2500,<100,0<X<4,div/sep/mar/wid,28<=X<38,skilled,bad
<0,existing paid,radio/tv,0<=Credit<2500,<100,0<X<4,div/sep/mar/wid,28<=X<38,skilled,bad
no checking,existing paid,furniture/equipment,0<=Credit<2500,<100,0<X<4,single,18<=X<28,unskilled,bad
<0,existing paid,new car,0<=Credit<2500,<100,0<X<4,single,18<=X<28,high qualif/self emp/mgmt,bad
0<=X<200,existing paid,furniture/equipment,2500<=Credit<5000,<100,4<=X<7,div/sep/mar/wid,38<=X<48,skilled,bad
<0,existing paid,education,0<=Credit<2500,<100,0<X<4,div/sep/mar/wid,48<=X<58,skilled,bad
0<=X<200,existing paid,business,15000<=Credit<17500,<100,0<X<4,single,18<=X<28,skilled,bad
<0,existing paid,furniture/equipment,2500<=Credit<5000,<100,0<X<4,single,38<=X<48,skilled,bad
<0,critical/other existing credit,new car,2500<=Credit<5000,<100,>=7,single,38<=X<48,skilled,bad
0<=X<200,critical/other existing credit,furniture/equipment,2500<=Credit<5000,<100,0<X<4,div/sep/mar/wid,18<=X<28,unskilled,bad
<0,no credits/all paid,business,2500<=Credit<5000,<100,0<X<4,single,28<=X<38,skilled,bad
0<=X<200,no credits/all paid,other,17500<=Credit<20000,<100,0<X<4,div/sep/mar/wid,28<=X<38,high qualif/self emp/mgmt,bad
<0,existing paid,new car,12500<=Credit<15000,<100,>=7,single,68<=X<78,high qualif/self emp/mgmt,bad
<0,existing paid,furniture/equipment,0<=Credit<2500,100<=X<500,unemployed,div/sep/mar/wid,28<=X<38,skilled,bad
<0,existing paid,furniture/equipment,2500<=Credit<5000,<100,>=7,single,38<=X<48,high qualif/self emp/mgmt,bad
<0,existing paid,radio/tv,0<=Credit<2500,<100,0<X<4,div/sep/mar/wid,18<=X<28,skilled,bad
<0,no credits/all paid,furniture/equipment,5000<=Credit<7500,<100,0<X<4,div/sep/mar/wid,48<=X<58,skilled,bad
<0,no credits/all paid,new car,0<=Credit<2500,<100,0<X<4,single,38<=X<48,skilled,bad
<0,existing paid,used car,10000<=Credit<12500,<100,4<=X<7,single,38<=X<48,skilled,bad
0<=X<200,existing paid,radio/tv,0<=Credit<2500,<100,0<X<4,div/sep/mar/wid,18<=X<28,skilled,bad
0<=X<200,delayed previously,radio/tv,0<=Credit<2500,100<=X<500,0<X<4,single,28<=X<38,high qualif/self emp/mgmt,bad
>=200,existing paid,radio/tv,0<=Credit<2500,<100,0<X<4,div/sep/mar/wid,28<=X<38,unskilled,bad
0<=X<200,existing paid,education,5000<=Credit<7500,<100,0<X<4,single,38<=X<48,skilled,bad
<0,no credits/all paid,furniture/equipment,2500<=Credit<5000,>500,0<X<4,single,28<=X<38,skilled,bad
no checking,existing paid,furniture/equipment,0<=Credit<2500,<100,0<X<4,div/sep/mar/wid,38<=X<48,unskilled,bad
no checking,existing paid,radio/tv,2500<=Credit<5000,100<=X<500,>=7,single,28<=X<38,skilled,bad
<0,delayed previously,business,0<=Credit<2500,<100,4<=X<7,single,18<=X<28,skilled,bad
0<=X<200,existing paid,used car,2500<=Credit<5000,>500,0<X<4,div/sep/mar/wid,28<=X<38,skilled,bad
no checking,existing paid,furniture/equipment,10000<=Credit<12500,<100,unemployed,div/sep/mar/wid,18<=X<28,high qualif/self emp/mgmt,bad
<0,existing paid,new car,2500<=Credit<5000,<100,0<X<4,single,38<=X<48,unskilled,bad
no checking,existing paid,radio/tv,0<=Credit<2500,>500,>=7,single,28<=X<38,skilled,bad
0<=X<200,critical/other existing credit,radio/tv,2500<=Credit<5000,>500,0<X<4,single,18<=X<28,unskilled,bad
<0,no credits/all paid,new car,0<=Credit<2500,<100,unemployed,div/sep/mar/wid,28<=X<38,unskilled,bad
<0,existing paid,business,5000<=Credit<7500,<100,>=7,single,28<=X<38,skilled,bad
no checking,delayed previously,new car,2500<=Credit<5000,<100,>=7,single,38<=X<48,unskilled,bad
0<=X<200,no credits/all paid,new car,0<=Credit<2500,100<=X<500,0<X<4,div/sep/mar/wid,18<=X<28,skilled,bad
0<=X<200,critical/other existing credit,furniture/equipment,7500<=Credit<10000,<100,4<=X<7,single,48<=X<58,skilled,bad
no checking,existing paid,business,2500<=Credit<5000,<100,unemployed,single,28<=X<38,high qualif/self emp/mgmt,bad
<0,existing paid,used car,7500<=Credit<10000,<100,0<X<4,single,18<=X<28,skilled,bad
<0,existing paid,radio/tv,0<=Credit<2500,<100,0<X<4,single,18<=X<28,skilled,bad
